job_id,actual_start,completion_ts,machine_id,part_family,operator_shift,rework_flag,processing_minutes
J527651,2023-09-04 12:12:00,2023-09-04 13:04:30.000000000,M03,gear,B,False,52.5
J527652,2023-09-04 12:25:00,2023-09-04 13:15:00.000000000,M03,gear,B,False,50.0
J527653,2023-09-04 13:56:00,2023-09-04 14:46:48.000000000,M08,bracket,B,False,50.8
J527654,2023-09-04 14:06:00,2023-09-04 15:01:42.000000000,M05,shaft,B,False,55.7
J527655,2023-09-04 14:48:00,2023-09-04 15:39:42.000000000,M03,flange,B,False,51.7
J527656,2023-09-04 15:09:00,2023-09-04 16:03:54.000000000,M03,housing,B,False,54.9
J527657,2023-09-04 16:21:00,2023-09-04 17:12:36.000000000,M03,gear,C,False,51.6
J527658,2023-09-04 16:38:00,2023-09-04 17:32:30.000000000,M06,flange,C,False,54.5
J527659,2023-09-04 16:52:00,2023-09-04 17:45:48.000000000,M08,bracket,C,False,53.8
J527660,2023-09-04 17:11:00,2023-09-04 18:04:30.000000000,M06,gear,C,False,53.5
J527661,2023-09-04 17:25:00,2023-09-04 18:21:54.000000000,M08,housing,C,False,56.9
J527662,2023-09-04 17:36:00,2023-09-04 18:30:30.000000000,M11,bracket,C,False,54.5
J527663,2023-09-04 17:47:00,2023-09-04 18:39:36.000000000,M06,gear,C,False,52.6
J527664,2023-09-04 18:27:00,2023-09-04 19:16:36.000000000,M06,gear,C,False,49.6
J527665,2023-09-04 18:48:00,2023-09-04 19:39:48.000000000,M02,flange,C,False,51.8
J527666,2023-09-04 18:48:00,2023-09-04 19:41:54.000000000,M12,housing,C,False,53.9
J527667,2023-09-04 20:14:00,2023-09-04 21:08:36.000000000,M06,bracket,C,False,54.6
J527668,2023-09-04 20:45:00,2023-09-04 21:41:54.000000000,M05,housing,C,False,56.9
J527669,2023-09-04 20:49:00,2023-09-04 21:42:18.000000000,M12,flange,C,True,53.3
J527670,2023-09-04 20:51:00,2023-09-04 21:42:54.000000000,M08,shaft,C,False,51.9
J527671,2023-09-04 22:14:00,2023-09-04 23:05:24.000000000,M10,plate,C,False,51.4
J527672,2023-09-04 22:45:00,2023-09-04 23:36:30.000000000,M03,plate,C,False,51.5
J527673,2023-09-04 23:36:00,2023-09-05 00:29:30.000000000,M02,gear,C,False,53.5
J527674,2023-09-05 00:31:00,2023-09-05 01:24:54.000000000,M05,flange,A,False,53.9
J527675,2023-09-05 01:11:00,2023-09-05 02:09:18.000000000,M10,flange,A,False,58.3
J527676,2023-09-05 01:27:00,2023-09-05 02:17:06.000000000,M05,flange,A,False,50.1
J527677,2023-09-05 01:29:00,2023-09-05 02:20:06.000000000,M08,plate,A,False,51.1
J527678,2023-09-05 01:58:00,2023-09-05 02:53:54.000000000,M08,flange,A,False,55.9
J527679,2023-09-05 02:05:00,2023-09-05 02:57:06.000000000,M10,shaft,A,False,52.1
J527680,2023-09-05 02:13:00,2023-09-05 03:08:48.000000000,M02,bracket,A,False,55.8
J527681,2023-09-05 02:14:00,2023-09-05 03:10:18.000000000,M08,gear,A,False,56.3
J527682,2023-09-05 02:23:00,2023-09-05 03:12:18.000000000,M02,plate,A,False,49.3
J527683,2023-09-05 03:23:00,2023-09-05 04:13:42.000000000,M09,flange,A,False,50.7
J527684,2023-09-05 04:02:00,2023-09-05 04:53:18.000000000,M08,housing,A,False,51.3
J527685,2023-09-05 04:18:00,2023-09-05 05:09:06.000000000,M01,shaft,A,False,51.1
J527686,2023-09-05 04:19:00,2023-09-05 05:13:42.000000000,M10,gear,A,False,54.7
J527687,2023-09-05 04:21:00,2023-09-05 05:14:48.000000000,M01,housing,A,False,53.8
J527688,2023-09-05 04:33:00,2023-09-05 05:27:36.000000000,M03,plate,A,False,54.6
J527689,2023-09-05 04:36:00,2023-09-05 05:31:42.000000000,M02,bracket,A,False,55.7
J527690,2023-09-05 04:44:00,2023-09-05 05:37:54.000000000,M01,gear,A,False,53.9
J527691,2023-09-05 04:58:00,2023-09-05 05:49:06.000000000,M08,bracket,A,False,51.1
J527692,2023-09-05 06:02:00,2023-09-05 06:53:54.000000000,M05,bracket,A,False,51.9
J527693,2023-09-05 07:17:00,2023-09-05 08:10:00.000000000,M06,shaft,A,False,53.0
J527694,2023-09-05 08:09:00,2023-09-05 09:05:12.000000000,M08,plate,B,False,56.2
J527695,2023-09-05 08:54:00,2023-09-05 09:48:54.000000000,M02,gear,B,False,54.9
J527696,2023-09-05 09:05:00,2023-09-05 10:00:06.000000000,M09,housing,B,False,55.1
J527697,2023-09-05 10:17:00,2023-09-05 11:08:24.000000000,M06,flange,B,False,51.4
J527698,2023-09-05 11:11:00,2023-09-05 12:04:12.000000000,M04,bracket,B,False,53.2
J527699,2023-09-05 12:08:00,2023-09-05 13:00:00.000000000,M05,gear,B,False,52.0
J527700,2023-09-05 12:23:00,2023-09-05 13:16:00.000000000,M01,shaft,B,False,53.0
J527701,2023-09-05 12:53:00,2023-09-05 13:46:48.000000000,M03,shaft,B,False,53.8
J527702,2023-09-05 13:12:00,2023-09-05 14:06:06.000000000,M03,gear,B,False,54.1
J527703,2023-09-05 13:13:00,2023-09-05 14:01:42.000000000,M06,flange,B,False,48.7
J527704,2023-09-05 13:52:00,2023-09-05 14:47:48.000000000,M04,bracket,B,False,55.8
J527705,2023-09-05 13:57:00,2023-09-05 14:50:00.000000000,M09,bracket,B,False,53.0
J527706,2023-09-05 14:31:00,2023-09-05 15:24:06.000000000,M11,flange,B,False,53.1
J527707,2023-09-05 14:50:00,2023-09-05 15:45:18.000000000,M07,flange,B,False,55.3
J527708,2023-09-05 15:09:00,2023-09-05 16:00:36.000000000,M05,bracket,B,False,51.6
J527709,2023-09-05 15:10:00,2023-09-05 16:05:12.000000000,M10,housing,B,False,55.2
J527710,2023-09-05 15:32:00,2023-09-05 16:26:12.000000000,M05,shaft,B,False,54.2
J527711,2023-09-05 16:02:00,2023-09-05 16:56:00.000000000,M10,housing,C,False,54.0
J527712,2023-09-05 16:23:00,2023-09-05 17:14:36.000000000,M10,shaft,C,False,51.6
J527713,2023-09-05 16:35:00,2023-09-05 17:29:00.000000000,M04,gear,C,False,54.0
J527714,2023-09-05 17:18:00,2023-09-05 18:07:24.000000000,M04,flange,C,False,49.4
J527715,2023-09-05 17:23:00,2023-09-05 18:19:36.000000000,M12,shaft,C,False,56.6
J527716,2023-09-05 18:59:00,2023-09-05 19:49:00.000000000,M07,plate,C,False,50.0
J527717,2023-09-05 19:01:00,2023-09-05 19:53:00.000000000,M06,bracket,C,False,52.0
J527718,2023-09-05 19:07:00,2023-09-05 19:59:30.000000000,M02,plate,C,False,52.5
J527719,2023-09-05 19:13:00,2023-09-05 20:07:18.000000000,M12,housing,C,False,54.3
J527720,2023-09-05 19:20:00,2023-09-05 20:11:24.000000000,M09,housing,C,False,51.4
J527721,2023-09-05 19:43:00,2023-09-05 20:35:06.000000000,M02,housing,C,False,52.1
J527722,2023-09-05 19:51:00,2023-09-05 20:41:36.000000000,M01,flange,C,False,50.6
J527723,2023-09-05 20:33:00,2023-09-05 21:24:24.000000000,M06,flange,C,False,51.4
J527724,2023-09-05 21:09:00,2023-09-05 22:05:12.000000000,M03,shaft,C,False,56.2
J527725,2023-09-05 21:26:00,2023-09-05 22:20:48.000000000,M08,flange,C,False,54.8
J527726,2023-09-05 22:51:00,2023-09-05 23:42:54.000000000,M06,gear,C,False,51.9
J527727,2023-09-05 23:53:00,2023-09-06 00:48:30.000000000,M02,bracket,C,False,55.5
J527728,2023-09-06 00:33:00,2023-09-06 01:27:30.000000000,M10,plate,A,False,54.5
J527729,2023-09-06 00:50:00,2023-09-06 01:49:30.000000000,M07,bracket,A,False,59.5
J527730,2023-09-06 00:55:00,2023-09-06 01:50:30.000000000,M09,plate,A,False,55.5
J527731,2023-09-06 01:03:00,2023-09-06 01:59:24.000000000,M08,flange,A,False,56.4
J527732,2023-09-06 01:12:00,2023-09-06 02:05:12.000000000,M06,flange,A,False,53.2
J527733,2023-09-06 01:50:00,2023-09-06 02:45:42.000000000,M11,plate,A,False,55.7
J527734,2023-09-06 01:57:00,2023-09-06 02:49:00.000000000,M02,plate,A,False,52.0
J527735,2023-09-06 02:38:00,2023-09-06 03:32:12.000000000,M06,plate,A,False,54.2
J527736,2023-09-06 02:40:00,2023-09-06 03:32:48.000000000,M10,bracket,A,False,52.8
J527737,2023-09-06 02:48:00,2023-09-06 03:41:36.000000000,M08,flange,A,False,53.6
J527738,2023-09-06 03:55:00,2023-09-06 04:51:18.000000000,M10,shaft,A,False,56.3
J527739,2023-09-06 04:07:00,2023-09-06 05:01:30.000000000,M06,bracket,A,False,54.5
J527740,2023-09-06 04:13:00,2023-09-06 05:04:36.000000000,M02,plate,A,False,51.6
J527741,2023-09-06 04:52:00,2023-09-06 05:48:00.000000000,M11,plate,A,False,56.0
J527742,2023-09-06 05:19:00,2023-09-06 06:13:06.000000000,M04,plate,A,False,54.1
J527743,2023-09-06 05:45:00,2023-09-06 06:38:30.000000000,M09,shaft,A,False,53.5
J527744,2023-09-06 06:01:00,2023-09-06 06:52:12.000000000,M01,gear,A,False,51.2
J527745,2023-09-06 06:21:00,2023-09-06 07:15:36.000000000,M01,shaft,A,False,54.6
J527746,2023-09-06 07:57:00,2023-09-06 08:52:06.000000000,M02,plate,A,False,55.1
J527747,2023-09-06 08:12:00,2023-09-06 09:08:36.000000000,M05,housing,B,False,56.6
J527748,2023-09-06 08:49:00,2023-09-06 09:48:42.000000000,M06,plate,B,False,59.7
J527749,2023-09-06 10:31:00,2023-09-06 11:28:12.000000000,M02,bracket,B,False,57.2
J527750,2023-09-06 11:37:00,2023-09-06 12:31:36.000000000,M12,plate,B,False,54.6
J527751,2023-09-06 11:53:00,2023-09-06 12:45:18.000000000,M09,plate,B,False,52.3
J527752,2023-09-06 12:39:00,2023-09-06 13:34:12.000000000,M02,gear,B,False,55.2
J527753,2023-09-06 13:21:00,2023-09-06 14:19:48.000000000,M03,plate,B,False,58.8
J527754,2023-09-06 13:25:00,2023-09-06 14:19:30.000000000,M07,bracket,B,False,54.5
J527755,2023-09-06 14:12:00,2023-09-06 15:04:30.000000000,M10,gear,B,False,52.5
J527756,2023-09-06 14:34:00,2023-09-06 15:28:42.000000000,M02,plate,B,False,54.7
J527757,2023-09-06 14:59:00,2023-09-06 15:56:00.000000000,M06,shaft,B,False,57.0
J527758,2023-09-06 15:19:00,2023-09-06 16:16:42.000000000,M03,flange,B,False,57.7
J527759,2023-09-06 16:13:00,2023-09-06 17:12:06.000000000,M04,housing,C,False,59.1
J527760,2023-09-06 16:16:00,2023-09-06 17:11:06.000000000,M08,housing,C,False,55.1
J527761,2023-09-06 16:36:00,2023-09-06 17:30:36.000000000,M12,bracket,C,False,54.6
J527762,2023-09-06 16:40:00,2023-09-06 17:35:48.000000000,M07,gear,C,False,55.8
J527763,2023-09-06 16:45:00,2023-09-06 17:37:36.000000000,M12,flange,C,False,52.6
J527764,2023-09-06 16:55:00,2023-09-06 17:50:18.000000000,M03,shaft,C,False,55.3
J527765,2023-09-06 17:56:00,2023-09-06 18:55:06.000000000,M06,plate,C,False,59.1
J527766,2023-09-06 18:06:00,2023-09-06 18:59:48.000000000,M07,bracket,C,False,53.8
J527767,2023-09-06 18:32:00,2023-09-06 19:30:42.000000000,M12,shaft,C,False,58.7
J527768,2023-09-06 20:09:00,2023-09-06 21:07:48.000000000,M11,plate,C,False,58.8
J527769,2023-09-06 20:31:00,2023-09-06 21:26:00.000000000,M04,housing,C,False,55.0
J527770,2023-09-06 21:15:00,2023-09-06 22:09:48.000000000,M06,flange,C,False,54.8
J527771,2023-09-06 21:46:00,2023-09-06 22:40:24.000000000,M03,flange,C,False,54.4
J527772,2023-09-06 21:47:00,2023-09-06 22:40:42.000000000,M09,flange,C,False,53.7
J527773,2023-09-06 22:00:00,2023-09-06 22:55:06.000000000,M10,shaft,C,False,55.1
J527774,2023-09-06 22:21:00,2023-09-06 23:19:12.000000000,M06,plate,C,False,58.2
J527775,2023-09-06 23:08:00,2023-09-07 00:06:12.000000000,M11,bracket,C,False,58.2
J527776,2023-09-06 23:08:00,2023-09-07 00:01:12.000000000,M01,shaft,C,False,53.2
J527777,2023-09-06 23:14:00,2023-09-07 00:07:30.000000000,M12,gear,C,False,53.5
J527778,2023-09-06 23:41:00,2023-09-07 00:33:48.000000000,M12,shaft,C,False,52.8
J527779,2023-09-07 00:24:00,2023-09-07 01:20:00.000000000,M07,housing,A,False,56.0
J527780,2023-09-07 01:10:00,2023-09-07 02:04:36.000000000,M07,plate,A,False,54.6
J527781,2023-09-07 01:48:00,2023-09-07 02:44:48.000000000,M12,flange,A,False,56.8
J527782,2023-09-07 02:10:00,2023-09-07 03:03:12.000000000,M10,housing,A,False,53.2
J527783,2023-09-07 02:40:00,2023-09-07 03:36:54.000000000,M11,bracket,A,False,56.9
J527784,2023-09-07 02:41:00,2023-09-07 03:37:00.000000000,M07,gear,A,False,56.0
J527785,2023-09-07 04:44:00,2023-09-07 05:36:18.000000000,M04,shaft,A,False,52.3
J527786,2023-09-07 04:52:00,2023-09-07 05:52:00.000000000,M01,flange,A,False,60.0
J527787,2023-09-07 04:53:00,2023-09-07 05:50:06.000000000,M08,housing,A,False,57.1
J527788,2023-09-07 07:04:00,2023-09-07 08:00:24.000000000,M01,housing,A,False,56.4
J527789,2023-09-07 07:10:00,2023-09-07 08:04:24.000000000,M05,flange,A,False,54.4
J527790,2023-09-07 08:24:00,2023-09-07 09:20:00.000000000,M08,plate,B,False,56.0
J527791,2023-09-07 08:31:00,2023-09-07 09:28:06.000000000,M12,flange,B,False,57.1
J527792,2023-09-07 08:58:00,2023-09-07 09:56:00.000000000,M04,bracket,B,False,58.0
J527793,2023-09-07 09:07:00,2023-09-07 10:05:18.000000000,M07,housing,B,False,58.3
J527794,2023-09-07 09:52:00,2023-09-07 10:53:48.000000000,M11,flange,B,False,61.8
J527795,2023-09-07 10:15:00,2023-09-07 11:15:00.000000000,M12,shaft,B,False,60.0
J527796,2023-09-07 10:26:00,2023-09-07 11:21:30.000000000,M07,shaft,B,False,55.5
J527797,2023-09-07 10:32:00,2023-09-07 11:27:42.000000000,M08,housing,B,False,55.7
J527798,2023-09-07 10:36:00,2023-09-07 11:35:18.000000000,M07,housing,B,False,59.3
J527799,2023-09-07 10:40:00,2023-09-07 11:35:24.000000000,M09,gear,B,False,55.4
J527800,2023-09-07 11:19:00,2023-09-07 12:12:06.000000000,M09,housing,B,False,53.1
J527801,2023-09-07 11:21:00,2023-09-07 12:17:48.000000000,M08,housing,B,False,56.8
J527802,2023-09-07 14:13:00,2023-09-07 15:10:54.000000000,M11,bracket,B,False,57.9
J527803,2023-09-07 16:50:00,2023-09-07 17:41:48.000000000,M04,flange,C,False,51.8
J527804,2023-09-07 16:53:00,2023-09-07 17:51:06.000000000,M03,bracket,C,False,58.1
J527805,2023-09-07 16:58:00,2023-09-07 17:54:54.000000000,M10,bracket,C,False,56.9
J527806,2023-09-07 17:36:00,2023-09-07 18:35:24.000000000,M06,housing,C,False,59.4
J527807,2023-09-07 20:04:00,2023-09-07 20:57:48.000000000,M03,gear,C,False,53.8
J527808,2023-09-07 21:21:00,2023-09-07 22:19:24.000000000,M10,shaft,C,False,58.4
J527809,2023-09-07 22:37:00,2023-09-07 23:36:00.000000000,M01,housing,C,False,59.0
J527810,2023-09-07 22:38:00,2023-09-07 23:34:12.000000000,M01,gear,C,False,56.2
J527811,2023-09-07 22:54:00,2023-09-07 23:51:42.000000000,M11,flange,C,False,57.7
J527812,2023-09-07 23:12:00,2023-09-08 00:08:12.000000000,M06,shaft,C,False,56.2
J527813,2023-09-08 00:01:00,2023-09-08 00:59:18.000000000,M02,gear,A,True,58.3
J527814,2023-09-08 00:11:00,2023-09-08 01:03:06.000000000,M07,flange,A,False,52.1
J527815,2023-09-08 01:07:00,2023-09-08 02:00:42.000000000,M11,bracket,A,False,53.7
J527816,2023-09-08 01:59:00,2023-09-08 02:53:06.000000000,M11,bracket,A,False,54.1
J527817,2023-09-08 02:38:00,2023-09-08 03:33:54.000000000,M03,gear,A,False,55.9
J527818,2023-09-08 02:49:00,2023-09-08 03:44:24.000000000,M02,housing,A,False,55.4
J527819,2023-09-08 03:17:00,2023-09-08 04:10:36.000000000,M05,shaft,A,False,53.6
J527820,2023-09-08 03:48:00,2023-09-08 04:42:00.000000000,M01,plate,A,False,54.0
J527821,2023-09-08 03:49:00,2023-09-08 04:47:30.000000000,M07,flange,A,False,58.5
J527822,2023-09-08 03:57:00,2023-09-08 04:53:24.000000000,M06,shaft,A,False,56.4
J527823,2023-09-08 04:24:00,2023-09-08 05:21:24.000000000,M03,bracket,A,False,57.4
J527824,2023-09-08 04:27:00,2023-09-08 05:22:24.000000000,M09,plate,A,False,55.4
J527825,2023-09-08 05:07:00,2023-09-08 06:05:06.000000000,M02,gear,A,False,58.1
J527826,2023-09-08 05:33:00,2023-09-08 06:28:00.000000000,M09,shaft,A,False,55.0
J527827,2023-09-08 06:13:00,2023-09-08 07:11:00.000000000,M12,shaft,A,False,58.0
J527828,2023-09-08 06:22:00,2023-09-08 07:21:24.000000000,M12,flange,A,False,59.4
J527829,2023-09-08 07:43:00,2023-09-08 08:36:12.000000000,M07,gear,A,True,53.2
J527830,2023-09-08 07:44:00,2023-09-08 08:40:00.000000000,M05,shaft,A,False,56.0
J527831,2023-09-08 07:52:00,2023-09-08 08:48:48.000000000,M02,bracket,A,False,56.8
J527832,2023-09-08 08:05:00,2023-09-08 09:00:30.000000000,M10,bracket,B,False,55.5
J527833,2023-09-08 08:49:00,2023-09-08 09:42:06.000000000,M04,bracket,B,False,53.1
J527834,2023-09-08 08:54:00,2023-09-08 09:51:36.000000000,M04,housing,B,True,57.6
J527835,2023-09-08 09:46:00,2023-09-08 10:38:54.000000000,M06,housing,B,False,52.9
J527836,2023-09-08 10:08:00,2023-09-08 11:02:30.000000000,M08,shaft,B,False,54.5
J527837,2023-09-08 11:09:00,2023-09-08 12:04:12.000000000,M03,shaft,B,False,55.2
J527838,2023-09-08 11:22:00,2023-09-08 12:16:12.000000000,M04,flange,B,False,54.2
J527839,2023-09-08 11:23:00,2023-09-08 12:21:18.000000000,M05,plate,B,False,58.3
J527840,2023-09-08 11:27:00,2023-09-08 12:22:12.000000000,M01,gear,B,False,55.2
J527841,2023-09-08 11:31:00,2023-09-08 12:27:24.000000000,M07,gear,B,False,56.4
J527842,2023-09-08 11:41:00,2023-09-08 12:37:30.000000000,M10,gear,B,False,56.5
J527843,2023-09-08 11:53:00,2023-09-08 12:47:36.000000000,M05,flange,B,False,54.6
J527844,2023-09-08 12:13:00,2023-09-08 13:06:24.000000000,M10,housing,B,False,53.4
J527845,2023-09-08 13:33:00,2023-09-08 14:29:18.000000000,M11,bracket,B,False,56.3
J527846,2023-09-08 14:02:00,2023-09-08 14:58:24.000000000,M10,plate,B,False,56.4
J527847,2023-09-08 15:17:00,2023-09-08 16:12:48.000000000,M08,plate,B,False,55.8
J527848,2023-09-08 16:09:00,2023-09-08 17:03:30.000000000,M11,gear,C,False,54.5
J527849,2023-09-08 16:12:00,2023-09-08 17:07:06.000000000,M02,plate,C,False,55.1
J527850,2023-09-08 16:45:00,2023-09-08 17:42:06.000000000,M03,plate,C,False,57.1
J527851,2023-09-08 17:13:00,2023-09-08 18:05:36.000000000,M03,flange,C,False,52.6
J527852,2023-09-08 17:37:00,2023-09-08 18:32:24.000000000,M07,gear,C,False,55.4
J527853,2023-09-08 17:41:00,2023-09-08 18:34:48.000000000,M08,bracket,C,False,53.8
J527854,2023-09-08 19:41:00,2023-09-08 20:32:42.000000000,M07,plate,C,False,51.7
J527855,2023-09-08 19:58:00,2023-09-08 20:51:48.000000000,M11,gear,C,False,53.8
J527856,2023-09-08 21:09:00,2023-09-08 22:02:18.000000000,M06,bracket,C,False,53.3
J527857,2023-09-08 21:23:00,2023-09-08 22:21:24.000000000,M10,flange,C,False,58.4
J527858,2023-09-08 21:55:00,2023-09-08 22:50:30.000000000,M12,gear,C,False,55.5
J527859,2023-09-08 21:58:00,2023-09-08 22:56:36.000000000,M01,shaft,C,False,58.6
J527860,2023-09-08 22:06:00,2023-09-08 22:59:54.000000000,M12,flange,C,False,53.9
J527861,2023-09-08 22:49:00,2023-09-08 23:43:24.000000000,M08,bracket,C,False,54.4
J527862,2023-09-08 23:09:00,2023-09-09 00:03:42.000000000,M01,gear,C,False,54.7
J527863,2023-09-08 23:11:00,2023-09-09 00:03:00.000000000,M06,bracket,C,False,52.0
J527864,2023-09-08 23:24:00,2023-09-09 00:14:36.000000000,M04,gear,C,False,50.6
J527865,2023-09-08 23:46:00,2023-09-09 00:37:42.000000000,M04,plate,C,False,51.7
J527866,2023-09-09 00:06:00,2023-09-09 01:02:06.000000000,M07,shaft,A,False,56.1
J527867,2023-09-09 00:46:00,2023-09-09 01:40:24.000000000,M01,bracket,A,False,54.4
J527868,2023-09-09 00:47:00,2023-09-09 01:44:24.000000000,M10,gear,A,False,57.4
J527869,2023-09-09 01:08:00,2023-09-09 02:01:24.000000000,M10,bracket,A,False,53.4
J527870,2023-09-09 02:19:00,2023-09-09 03:15:48.000000000,M01,shaft,A,False,56.8
J527871,2023-09-09 02:47:00,2023-09-09 03:44:18.000000000,M06,shaft,A,False,57.3
J527872,2023-09-09 04:23:00,2023-09-09 05:17:24.000000000,M09,gear,A,False,54.4
J527873,2023-09-09 05:09:00,2023-09-09 06:04:54.000000000,M04,shaft,A,False,55.9
J527874,2023-09-09 05:45:00,2023-09-09 06:41:30.000000000,M02,shaft,A,False,56.5
J527875,2023-09-09 06:45:00,2023-09-09 07:41:30.000000000,M05,housing,A,False,56.5
J527876,2023-09-09 07:17:00,2023-09-09 08:13:00.000000000,M01,bracket,A,False,56.0
J527877,2023-09-09 07:29:00,2023-09-09 08:26:18.000000000,M12,plate,A,False,57.3
J527878,2023-09-09 07:37:00,2023-09-09 08:32:48.000000000,M11,gear,A,False,55.8
J527879,2023-09-09 07:53:00,2023-09-09 08:48:00.000000000,M05,plate,A,False,55.0
J527880,2023-09-09 08:10:00,2023-09-09 09:02:36.000000000,M04,shaft,B,False,52.6
J527881,2023-09-09 08:49:00,2023-09-09 09:45:36.000000000,M06,housing,B,False,56.6
J527882,2023-09-09 09:07:00,2023-09-09 10:06:30.000000000,M12,flange,B,False,59.5
J527883,2023-09-09 09:11:00,2023-09-09 10:04:12.000000000,M09,bracket,B,False,53.2
J527884,2023-09-09 09:27:00,2023-09-09 10:23:30.000000000,M11,gear,B,False,56.5
J527885,2023-09-09 09:48:00,2023-09-09 10:43:06.000000000,M08,flange,B,False,55.1
J527886,2023-09-09 09:55:00,2023-09-09 10:49:48.000000000,M05,housing,B,False,54.8
J527887,2023-09-09 10:48:00,2023-09-09 11:43:00.000000000,M09,bracket,B,False,55.0
J527888,2023-09-09 11:00:00,2023-09-09 11:54:36.000000000,M04,housing,B,False,54.6
J527889,2023-09-09 11:03:00,2023-09-09 11:58:06.000000000,M08,shaft,B,False,55.1
J527890,2023-09-09 11:43:00,2023-09-09 12:37:42.000000000,M02,bracket,B,False,54.7
J527891,2023-09-09 11:51:00,2023-09-09 12:52:00.000000000,M03,plate,B,False,61.0
J527892,2023-09-09 12:41:00,2023-09-09 13:37:42.000000000,M09,housing,B,False,56.7
J527893,2023-09-09 12:52:00,2023-09-09 13:47:48.000000000,M05,shaft,B,False,55.8
J527894,2023-09-09 13:41:00,2023-09-09 14:36:12.000000000,M04,gear,B,False,55.2
J527895,2023-09-09 14:48:00,2023-09-09 15:43:00.000000000,M10,flange,B,False,55.0
J527896,2023-09-09 14:59:00,2023-09-09 15:56:00.000000000,M03,housing,B,False,57.0
J527897,2023-09-09 15:03:00,2023-09-09 16:01:24.000000000,M07,housing,B,False,58.4
J527898,2023-09-09 15:41:00,2023-09-09 16:38:12.000000000,M12,flange,B,False,57.2
J527899,2023-09-09 16:10:00,2023-09-09 17:04:00.000000000,M04,plate,C,False,54.0
J527900,2023-09-09 18:11:00,2023-09-09 19:08:24.000000000,M09,housing,C,False,57.4
J527901,2023-09-09 18:14:00,2023-09-09 19:09:48.000000000,M04,housing,C,False,55.8
J527902,2023-09-09 18:32:00,2023-09-09 19:27:06.000000000,M03,flange,C,False,55.1
J527903,2023-09-09 18:54:00,2023-09-09 19:54:30.000000000,M01,housing,C,False,60.5
J527904,2023-09-09 19:02:00,2023-09-09 19:57:54.000000000,M09,shaft,C,False,55.9
J527905,2023-09-09 19:52:00,2023-09-09 20:45:12.000000000,M07,gear,C,False,53.2
J527906,2023-09-09 20:47:00,2023-09-09 21:44:18.000000000,M11,shaft,C,False,57.3
J527907,2023-09-09 22:07:00,2023-09-09 23:04:36.000000000,M09,shaft,C,False,57.6
J527908,2023-09-09 22:20:00,2023-09-09 23:14:24.000000000,M04,gear,C,False,54.4
J527909,2023-09-10 00:02:00,2023-09-10 00:54:24.000000000,M12,bracket,A,False,52.4
J527910,2023-09-10 00:04:00,2023-09-10 01:01:00.000000000,M01,flange,A,False,57.0
J527911,2023-09-10 00:29:00,2023-09-10 01:26:18.000000000,M12,shaft,A,False,57.3
J527912,2023-09-10 02:00:00,2023-09-10 02:54:12.000000000,M06,shaft,A,False,54.2
J527913,2023-09-10 03:36:00,2023-09-10 04:31:18.000000000,M04,housing,A,False,55.3
J527914,2023-09-10 04:03:00,2023-09-10 04:58:18.000000000,M10,bracket,A,False,55.3
J527915,2023-09-10 04:26:00,2023-09-10 05:23:06.000000000,M01,gear,A,False,57.1
J527916,2023-09-10 04:45:00,2023-09-10 05:45:36.000000000,M09,housing,A,False,60.6
J527917,2023-09-10 04:55:00,2023-09-10 05:52:48.000000000,M06,plate,A,False,57.8
J527918,2023-09-10 06:16:00,2023-09-10 07:12:18.000000000,M10,flange,A,False,56.3
J527919,2023-09-10 06:56:00,2023-09-10 07:50:06.000000000,M04,bracket,A,False,54.1
J527920,2023-09-10 08:34:00,2023-09-10 09:32:00.000000000,M08,bracket,B,False,58.0
J527921,2023-09-10 09:25:00,2023-09-10 10:23:12.000000000,M10,bracket,B,False,58.2
J527922,2023-09-10 09:33:00,2023-09-10 10:31:24.000000000,M11,gear,B,False,58.4
J527923,2023-09-10 10:09:00,2023-09-10 11:05:24.000000000,M02,housing,B,False,56.4
J527924,2023-09-10 10:46:00,2023-09-10 11:45:36.000000000,M12,plate,B,False,59.6
J527925,2023-09-10 11:25:00,2023-09-10 12:24:54.000000000,M02,flange,B,False,59.9
J527926,2023-09-10 15:19:00,2023-09-10 16:17:06.000000000,M01,shaft,B,False,58.1
J527927,2023-09-10 15:41:00,2023-09-10 16:35:48.000000000,M01,shaft,B,False,54.8
J527928,2023-09-10 16:25:00,2023-09-10 17:20:54.000000000,M10,bracket,C,False,55.9
J527929,2023-09-10 16:54:00,2023-09-10 17:52:12.000000000,M06,plate,C,False,58.2
J527930,2023-09-10 17:13:00,2023-09-10 18:13:30.000000000,M08,flange,C,False,60.5
J527931,2023-09-10 17:33:00,2023-09-10 18:28:24.000000000,M03,plate,C,False,55.4
J527932,2023-09-10 17:35:00,2023-09-10 18:30:00.000000000,M03,plate,C,False,55.0
J527933,2023-09-10 17:41:00,2023-09-10 18:40:24.000000000,M08,plate,C,False,59.4
J527934,2023-09-10 17:42:00,2023-09-10 18:40:42.000000000,M11,gear,C,False,58.7
J527935,2023-09-10 17:44:00,2023-09-10 18:38:42.000000000,M01,shaft,C,False,54.7
J527936,2023-09-10 17:48:00,2023-09-10 18:44:24.000000000,M05,bracket,C,False,56.4
J527937,2023-09-10 17:48:00,2023-09-10 18:44:00.000000000,M12,housing,C,False,56.0
J527938,2023-09-10 18:31:00,2023-09-10 19:29:06.000000000,M07,shaft,C,False,58.1
