Date,Weekday,Week_Number,Month,Year,Hour,Country,Region,Site,Queue_Name,Channel,All_Units_Filter,Queue_Units_Filter,ASU_Tier_Filter,Business_Unit,planned_Volume,offered_Volume,handled_Volume,abandoned_Volume,backlog_Volume,aHT_Seconds,handle_Time_Total,Wait_Time_Avg,shrinkage_Percent,required_FTE,agent_Count,utilization_percent,Active_Agents,Service_Level_Percent,Occupancy_Percent
2026-01-15,Thursday,3,January,2026,11,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Telecom,85,71,70,1,1,253,17710,3.563380282,17,0,0,89,0,78,64
2024-06-16,Sunday,24,June,2024,16,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Telecom,459,487,472,15,15,291,137352,8.963039014,26,4,5,82,4,94,84
2021-01-17,Sunday,2,January,2021,19,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,E-commerce,67,92,70,22,22,818,57260,195.6086957,20,1,1,77,1,85,73
2024-04-16,Tuesday,16,April,2024,2,India,APAC,Hyderabad,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Healthcare,213,233,218,15,15,307,66926,19.7639485,24,2,2,75,2,77,69
2023-07-26,Wednesday,30,July,2023,21,South Africa,EMEA,Cape Town,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Healthcare,441,428,402,26,26,361,145122,21.92990654,32,5,7,85,6,80,87
2025-05-15,Thursday,20,May,2025,16,Australia,APAC,Sydney,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Banking,213,236,231,5,5,537,124047,11.37711864,35,4,5,67,3,86,86
2025-01-18,Saturday,3,January,2025,8,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Retail,225,238,213,25,25,818,174234,85.92436975,19,6,7,78,5,86,65
2023-08-24,Thursday,34,August,2023,20,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 1,E-commerce,143,134,112,22,22,372,41664,61.07462687,16,1,1,67,1,77,73
2021-05-17,Monday,20,May,2021,9,Hungary,EMEA,Hungary Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Banking,369,389,359,30,30,787,282533,60.6940874,31,9,12,87,10,81,85
2023-08-29,Tuesday,35,August,2023,5,South Korea,APAC,South Korea Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,Retail,229,233,211,22,22,468,98748,44.1888412,29,3,4,70,3,75,69
2025-05-23,Friday,21,May,2025,8,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,E-commerce,179,181,172,9,9,548,94256,27.24861878,27,3,4,69,3,93,60
2021-11-01,Monday,44,November,2021,23,Malaysia,APAC,Kuala Lumpur,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Banking,172,186,175,11,11,279,48825,16.5,16,1,1,77,1,78,70
2021-09-21,Tuesday,38,September,2021,2,Sri Lanka,APAC,Sri Lanka Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Banking,487,474,452,22,22,668,301936,31.00421941,15,10,12,72,9,78,69
2022-12-03,Saturday,48,December,2022,0,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,E-commerce,97,96,92,4,4,741,68172,30.875,25,2,3,77,2,70,79
2025-08-04,Monday,32,August,2025,4,Hong Kong,APAC,Hong Kong Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Banking,313,295,292,3,3,899,262508,9.142372881,17,9,11,88,10,92,71
2024-10-04,Friday,40,October,2024,10,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 3,Retail,231,248,248,0,0,373,92504,0.0,21,3,4,67,3,86,61
2021-12-18,Saturday,50,December,2021,20,China,APAC,Shanghai,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Telecom,479,498,475,23,23,470,223250,21.70682731,31,7,9,80,7,94,67
2022-06-29,Wednesday,26,June,2022,12,Denmark,EMEA,Denmark Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Retail,488,517,503,14,14,486,244458,13.16054159,26,8,10,78,8,70,75
2023-05-14,Sunday,19,May,2023,12,Paraguay,AMER,Paraguay Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,E-commerce,62,74,52,22,22,354,18408,105.2432432,31,0,0,91,0,83,66
2024-02-20,Tuesday,8,February,2024,4,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Healthcare,187,181,175,6,6,410,71750,13.59116022,19,2,2,91,2,92,78
2025-02-27,Thursday,9,February,2025,18,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Healthcare,82,98,93,5,5,699,65007,35.66326531,32,2,3,68,2,94,64
2023-01-05,Thursday,1,January,2023,20,Ireland,EMEA,Dublin,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Banking,450,456,447,9,9,856,382632,16.89473684,24,13,16,65,10,80,60
2025-05-26,Monday,22,May,2025,0,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 1,Retail,426,438,424,14,14,585,248040,18.69863014,33,8,11,73,8,85,75
2024-10-23,Wednesday,43,October,2024,9,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 3,Healthcare,141,138,117,21,21,627,73359,95.41304348,19,2,2,89,2,75,82
2025-12-14,Sunday,50,December,2025,5,France,EMEA,Paris,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Retail,327,309,302,7,7,511,154322,11.57605178,15,5,6,78,5,85,62
2023-12-02,Saturday,48,December,2023,8,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,Banking,129,142,138,4,4,263,36294,7.408450704,30,1,1,94,1,90,65
2025-03-20,Thursday,12,March,2025,13,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Healthcare,497,491,477,14,14,810,386370,23.09572301,30,13,17,95,16,94,85
2022-03-27,Sunday,12,March,2022,22,Czech Republic,EMEA,Czech Republic Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Telecom,109,134,107,27,27,766,81962,154.3432836,22,2,2,77,2,95,75
2022-02-03,Thursday,5,February,2022,19,Japan,APAC,Tokyo,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Retail,487,470,440,30,30,574,252560,36.63829787,23,8,10,84,8,87,77
2021-03-06,Saturday,9,March,2021,9,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,E-commerce,328,326,314,12,12,729,228906,26.83435583,29,7,9,80,7,84,67
2023-09-13,Wednesday,37,September,2023,15,Germany,EMEA,Berlin,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Telecom,121,107,102,5,5,821,83742,38.36448598,34,2,3,73,2,77,82
2024-06-30,Sunday,26,June,2024,2,Thailand,APAC,Thailand Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Telecom,199,201,185,16,16,575,106375,45.77114428,30,3,4,94,4,90,60
2024-01-05,Friday,1,January,2024,8,Thailand,APAC,Thailand Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,E-commerce,417,403,382,21,21,390,148980,20.32258065,32,5,7,68,5,76,66
2026-03-15,Sunday,11,March,2026,4,North Korea,APAC,North Korea Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Healthcare,325,326,301,25,25,217,65317,16.64110429,28,2,3,69,2,81,67
2021-03-13,Saturday,10,March,2021,9,Japan,APAC,Tokyo,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Banking,279,305,287,18,18,845,242515,49.86885246,15,8,9,78,7,95,87
2024-05-16,Thursday,20,May,2024,23,Pakistan,APAC,Pakistan Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,Retail,189,219,207,12,12,590,122130,32.32876712,26,4,5,82,4,75,79
2021-09-11,Saturday,36,September,2021,22,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,E-commerce,212,209,195,14,14,761,148395,50.97607656,29,5,6,94,6,95,81
2024-08-08,Thursday,32,August,2024,17,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Healthcare,162,165,149,16,16,735,109515,71.27272727,33,3,4,89,4,75,71
2022-04-09,Saturday,14,April,2022,2,Russia,EMEA,Russia Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 3,Telecom,352,381,374,7,7,807,301818,14.82677165,28,10,13,81,11,93,76
2022-10-27,Thursday,43,October,2022,1,Vietnam,APAC,Vietnam Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,Healthcare,257,249,221,28,28,728,160888,81.86345382,18,5,6,92,6,71,89
2023-03-28,Tuesday,13,March,2023,14,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,Retail,110,94,72,22,22,460,33120,107.6595745,32,1,1,71,1,86,73
2026-02-01,Sunday,5,February,2026,12,Poland,EMEA,Poland Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,E-commerce,206,218,206,12,12,755,155530,41.55963303,15,5,6,94,6,86,63
2022-08-16,Tuesday,33,August,2022,12,Ireland,EMEA,Dublin,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,E-commerce,418,412,395,17,17,429,169455,17.70145631,23,5,6,73,4,89,88
2024-04-04,Thursday,14,April,2024,10,Israel,EMEA,Israel Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Retail,480,477,465,12,12,339,157635,8.528301887,27,5,6,79,5,90,62
2022-04-26,Tuesday,17,April,2022,6,Morocco,EMEA,Morocco Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 3,Telecom,213,241,213,28,28,556,118428,64.59751037,28,4,5,66,3,72,74
2023-10-23,Monday,43,October,2023,1,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Telecom,393,374,372,2,2,344,127968,1.839572193,19,4,5,71,4,74,72
2023-11-02,Thursday,44,November,2023,10,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,E-commerce,499,517,487,30,30,422,205514,24.48742747,20,7,8,86,7,95,85
2025-02-16,Sunday,7,February,2025,4,Taiwan,APAC,Taiwan Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Retail,80,66,50,16,16,237,11850,57.45454545,25,0,0,89,0,91,83
2023-01-16,Monday,3,January,2023,2,United States,AMER,Dallas,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,Healthcare,464,468,450,18,18,655,294750,25.19230769,29,10,13,72,9,79,73
2021-08-04,Wednesday,31,August,2021,17,Taiwan,APAC,Taiwan Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,Telecom,362,369,348,21,21,292,101616,16.61788618,24,3,4,68,3,74,88
2024-12-03,Tuesday,49,December,2024,5,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Healthcare,459,465,446,19,19,271,120866,11.07311828,20,4,5,94,5,86,65
2021-11-09,Tuesday,45,November,2021,18,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Retail,416,406,385,21,21,307,118195,15.87931034,25,4,5,68,3,92,79
2024-02-08,Thursday,6,February,2024,5,China,APAC,Shanghai,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Retail,181,167,146,21,21,435,63510,54.7005988,29,2,3,77,2,74,76
2023-01-16,Monday,3,January,2023,1,Canada,AMER,Vancouver,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Retail,290,288,285,3,3,479,136515,4.989583333,33,4,5,82,4,75,90
2021-03-29,Monday,13,March,2021,17,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,180,200,183,17,17,339,62037,28.815,31,2,3,80,2,71,74
2025-06-29,Sunday,26,June,2025,14,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Banking,240,268,257,11,11,309,79413,12.68283582,29,2,3,81,2,84,78
2025-01-27,Monday,5,January,2025,23,France,EMEA,Paris,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,Telecom,447,437,423,14,14,841,355743,26.94279176,28,12,15,81,12,74,71
2021-07-08,Thursday,27,July,2021,5,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Telecom,393,387,371,16,16,495,183645,20.46511628,24,6,7,91,6,89,78
2025-10-18,Saturday,42,October,2025,4,Vietnam,APAC,Vietnam Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Healthcare,348,369,364,5,5,323,117572,4.376693767,21,4,5,82,4,82,87
2022-05-05,Thursday,18,May,2022,13,Czech Republic,EMEA,Czech Republic Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,Banking,131,160,152,8,8,604,91808,30.2,31,3,4,75,3,90,61
2022-01-24,Monday,4,January,2022,23,China,APAC,Shanghai,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Healthcare,142,151,136,15,15,541,73576,53.74172185,28,2,3,83,2,89,85
2021-12-03,Friday,48,December,2021,11,Bangladesh,APAC,Bangladesh Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,Healthcare,74,104,74,30,30,438,32412,126.3461538,27,1,1,91,1,95,76
2022-04-14,Thursday,15,April,2022,21,Denmark,EMEA,Denmark Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,Retail,109,125,125,0,0,402,50250,0.0,34,1,1,72,1,73,87
2022-06-07,Tuesday,23,June,2022,8,Vietnam,APAC,Vietnam Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,E-commerce,281,284,284,0,0,242,68728,0.0,29,2,3,70,2,94,69
2021-11-30,Tuesday,48,November,2021,17,Ireland,EMEA,Dublin,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Retail,435,418,401,17,17,787,315587,32.00717703,32,10,13,71,9,75,81
2023-11-06,Monday,45,November,2023,21,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Telecom,372,375,373,2,2,587,218951,3.130666667,20,7,8,83,7,86,71
2022-01-19,Wednesday,3,January,2022,13,Slovakia,EMEA,Slovakia Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,E-commerce,486,503,480,23,23,709,340320,32.4194831,26,11,14,84,12,93,65
2025-04-10,Thursday,15,April,2025,9,Vietnam,APAC,Vietnam Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,Healthcare,188,189,178,11,11,180,32040,10.47619048,33,1,1,68,1,80,84
2024-01-21,Sunday,3,January,2024,18,Finland,EMEA,Finland Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,E-commerce,498,487,473,14,14,510,241230,14.66119097,17,8,9,88,8,79,88
2023-08-20,Sunday,33,August,2023,8,South Africa,EMEA,Cape Town,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Banking,82,72,50,22,22,376,18800,114.8888889,31,0,0,90,0,70,84
2024-02-10,Saturday,6,February,2024,13,United States,AMER,Dallas,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,E-commerce,379,406,386,20,20,195,75270,9.60591133,15,2,2,73,1,95,90
2021-05-10,Monday,19,May,2021,4,Australia,APAC,Sydney,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Banking,232,231,217,14,14,184,39928,11.15151515,16,1,1,89,1,80,62
2021-03-03,Wednesday,9,March,2021,19,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Healthcare,413,429,411,18,18,831,341541,34.86713287,18,11,13,94,12,93,70
2023-03-21,Tuesday,12,March,2023,9,Australia,APAC,Sydney,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Retail,245,245,234,11,11,890,208260,39.95918367,22,7,9,83,7,91,74
2024-01-07,Sunday,1,January,2024,23,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Retail,270,251,251,0,0,489,122739,0.0,32,4,5,73,4,80,87
2024-08-26,Monday,35,August,2024,16,India,APAC,Bangalore,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,Retail,325,353,336,17,17,866,290976,41.70538244,18,10,12,90,11,84,81
2023-02-26,Sunday,8,February,2023,3,Italy,EMEA,Rome,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,E-commerce,182,163,160,3,3,408,65280,7.509202454,34,2,3,80,2,93,72
2025-01-03,Friday,1,January,2025,17,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Telecom,129,110,91,19,19,288,26208,49.74545455,15,0,0,70,0,87,85
2021-12-11,Saturday,49,December,2021,22,United Kingdom,EMEA,London,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,Retail,245,272,249,23,23,813,202437,68.74632353,34,7,9,86,8,95,85
2026-01-15,Thursday,3,January,2026,7,Hungary,EMEA,Hungary Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,E-commerce,244,264,261,3,3,884,230724,10.04545455,17,8,9,83,7,80,79
2023-10-09,Monday,41,October,2023,21,Ukraine,EMEA,Ukraine Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,Healthcare,322,331,304,27,27,755,229520,61.58610272,27,7,9,85,8,78,69
2023-03-16,Thursday,11,March,2023,14,United Kingdom,EMEA,London,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Telecom,56,80,71,9,9,811,57581,91.2375,32,1,1,94,1,78,70
2022-07-19,Tuesday,29,July,2022,17,Malaysia,APAC,Kuala Lumpur,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 1,Healthcare,388,417,396,21,21,241,95436,12.13669065,25,3,4,65,3,77,80
2022-05-26,Thursday,21,May,2022,11,Hong Kong,APAC,Hong Kong Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,Healthcare,57,42,21,21,21,559,11739,279.5,33,0,0,80,0,90,86
2022-07-17,Sunday,28,July,2022,13,Germany,EMEA,Berlin,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,Banking,178,185,159,26,26,543,86337,76.31351351,28,2,3,82,2,75,68
2026-05-01,Friday,18,May,2026,11,Mongolia,APAC,Mongolia Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,E-commerce,369,357,356,1,1,407,144892,1.140056022,24,5,6,85,5,79,61
2021-05-17,Monday,20,May,2021,20,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,Retail,199,220,210,10,10,387,81270,17.59090909,35,2,3,80,2,92,88
2024-04-05,Friday,14,April,2024,18,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Banking,188,178,153,25,25,766,117198,107.5842697,15,4,5,65,3,95,80
2023-03-10,Friday,10,March,2023,9,Russia,EMEA,Russia Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Retail,205,185,182,3,3,805,146510,13.05405405,23,5,6,83,5,72,80
2021-05-02,Sunday,17,May,2021,19,Czech Republic,EMEA,Czech Republic Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Retail,304,294,274,20,20,745,204130,50.68027211,19,7,8,75,6,82,70
2022-10-07,Friday,40,October,2022,0,Finland,EMEA,Finland Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Retail,116,146,134,12,12,359,48106,29.50684932,27,1,1,84,1,84,73
2025-05-23,Friday,21,May,2025,8,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,E-commerce,472,500,497,3,3,806,400582,4.836,16,13,15,76,11,85,81
2021-05-18,Tuesday,20,May,2021,6,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 3,Banking,456,452,442,10,10,844,373048,18.67256637,21,12,15,69,10,87,61
2025-08-22,Friday,34,August,2025,7,Romania,EMEA,Romania Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Retail,208,233,217,16,16,616,133672,42.30042918,25,4,5,82,4,87,75
2021-03-16,Tuesday,11,March,2021,3,South Africa,EMEA,Cape Town,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,Healthcare,361,351,344,7,7,526,180944,10.49002849,34,6,8,81,6,77,80
2024-04-04,Thursday,14,April,2024,7,North Korea,APAC,North Korea Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Retail,233,224,214,10,10,741,158574,33.08035714,26,5,6,81,5,78,70
2024-07-10,Wednesday,28,July,2024,23,India,APAC,Bangalore,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Healthcare,462,452,431,21,21,299,128869,13.89159292,16,4,5,91,5,74,84
2022-07-05,Tuesday,27,July,2022,16,Romania,EMEA,Romania Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Banking,413,430,420,10,10,888,372960,20.65116279,21,12,15,79,12,79,61
2022-10-07,Friday,40,October,2022,20,Australia,APAC,Sydney,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Telecom,190,193,191,2,2,461,88051,4.777202073,16,3,3,75,2,70,89
2022-08-13,Saturday,32,August,2022,8,Taiwan,APAC,Taiwan Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,Healthcare,184,211,200,11,11,454,90800,23.66824645,31,3,4,85,3,86,68
2026-03-01,Sunday,9,March,2026,12,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,E-commerce,179,179,159,20,20,241,38319,26.9273743,24,1,1,92,1,72,65
2022-11-21,Monday,47,November,2022,11,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,Banking,441,448,429,19,19,503,215787,21.33258929,35,7,9,80,7,81,75
2023-07-14,Friday,28,July,2023,13,Russia,EMEA,Russia Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,E-commerce,156,184,161,23,23,776,124936,97.0,19,4,5,82,4,85,79
2023-11-27,Monday,48,November,2023,16,Turkey,EMEA,Turkey Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Retail,450,473,449,24,24,316,141884,16.03382664,29,4,5,94,5,80,61
2023-12-26,Tuesday,52,December,2023,3,Sri Lanka,APAC,Sri Lanka Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Retail,152,135,126,9,9,224,28224,14.93333333,24,0,0,75,0,85,72
2023-08-21,Monday,34,August,2023,14,United States,AMER,Dallas,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,Retail,212,217,193,24,24,488,94184,53.97235023,32,3,4,91,4,95,74
2025-12-30,Tuesday,1,December,2025,15,Israel,EMEA,Israel Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Banking,205,204,183,21,21,624,114192,64.23529412,25,3,4,77,3,87,85
2023-01-26,Thursday,4,January,2023,16,United States,AMER,New York,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Retail,264,258,231,27,27,402,92862,42.06976744,21,3,4,91,4,74,81
2021-04-30,Friday,17,April,2021,13,Paraguay,AMER,Paraguay Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Healthcare,395,380,363,17,17,667,242121,29.83947368,21,8,10,88,9,74,68
2022-08-18,Thursday,33,August,2022,22,Sweden,EMEA,Sweden Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Banking,448,467,454,13,13,444,201576,12.35974304,26,6,8,72,6,73,90
2024-01-03,Wednesday,1,January,2024,21,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,Banking,493,508,499,9,9,185,92315,3.277559055,18,3,4,88,4,95,66
2023-08-20,Sunday,33,August,2023,12,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,E-commerce,341,321,299,22,22,797,238303,54.62305296,33,8,11,81,9,81,88
2025-12-28,Sunday,52,December,2025,2,Malaysia,APAC,Kuala Lumpur,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Telecom,389,400,376,24,24,591,222216,35.46,33,7,9,87,8,81,70
2023-01-05,Thursday,1,January,2023,19,Russia,EMEA,Russia Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,471,463,434,29,29,250,108500,15.6587473,15,3,3,84,3,75,68
2022-12-03,Saturday,48,December,2022,3,Mongolia,APAC,Mongolia Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Telecom,369,390,387,3,3,805,311535,6.192307692,34,10,13,81,11,82,63
2024-09-14,Saturday,37,September,2024,4,South Korea,APAC,South Korea Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,Healthcare,381,390,373,17,17,745,277885,32.47435897,22,9,11,94,10,72,75
2025-12-06,Saturday,49,December,2025,21,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Banking,207,213,204,9,9,392,79968,16.56338028,17,2,2,66,1,95,89
2024-06-22,Saturday,25,June,2024,21,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Telecom,83,113,110,3,3,504,55440,13.38053097,33,1,1,65,1,71,60
2022-05-09,Monday,19,May,2022,19,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Telecom,191,199,185,14,14,658,121730,46.29145729,31,4,5,67,3,88,86
2025-11-23,Sunday,47,November,2025,0,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 3,Retail,64,56,34,22,22,261,8874,102.5357143,24,0,0,83,0,75,87
2022-08-10,Wednesday,32,August,2022,13,Finland,EMEA,Finland Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Healthcare,226,253,246,7,7,477,117342,13.19762846,18,4,5,68,3,80,89
2023-12-05,Tuesday,49,December,2023,2,Malaysia,APAC,Kuala Lumpur,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Telecom,407,423,414,9,9,802,332028,17.06382979,32,11,15,67,10,87,70
2022-01-21,Friday,3,January,2022,6,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,E-commerce,479,462,455,7,7,444,202020,6.727272727,25,7,9,88,8,84,68
2021-08-27,Friday,34,August,2021,18,Luxembourg,EMEA,Luxembourg Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Retail,151,181,173,8,8,311,53803,13.74585635,34,1,1,92,1,89,66
